mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
O=C1C(C)=CC(=O)c2c1cccc2,1 4-Naphthalenedione  2-methyl-,DSSTox2DMolFile,5.5450001,58-27-5,26.298344,1,1,0,0,2,0,6,0,21,0,2,13,9,28.184917,1.342139,0,0,11,0,0,8,0,0,2,0,0,2.1339419,-2.3076305,-0.57194775,0.61688763,2.3660643,-2.2841961,-0.46908891,0.70390201,2.4101591,-2.0179975,-0.41848809,0.76782793,2.6737003,10.661656,0,0,6,22,3,14,1,0,0,13,0,9.4222851,7.203248,6.3867512,7.4222851,6.1983771,4.0629487,3.6547005,5.0436769,0,0,0.78163487,6,0,-0.74295598,-0.4019984,0.068347484,2.2531574,-0.78861105,-0.26357368,0.14981909,2.3220556,-0.47596583,-0.20183878,0.18987156,2.5522974,3.2517018,3.6349294,3.6349294,2.5902827,2.5902827,-3.0202494,0,6.0388446,4.9804616,0,14,14,1,0,9.5510206,3.6300001,1.6460905,6.220736,2.2690887,0.99321848,1.0858001,2,0,1,0,1.694,-2.6663101,4.9777861,0,1,11,1,2,0,0,0,0,0.57348698,-0.57348698,0.34095237,0.50028592,115.07654,0,0,16.917038,0,0,0,0,0,0,0,0,27.133842,0,0.82948357,0.17051645,0.17051645,0.17051645,0.82948357,0,131.99358,27.133842,27.133842,27.133842,131.99358,0,0.5,1,0,0,0,0,1,0,0,0,1,0,159.12743,0,0,0,159.12743,0,3,1,2,0,0,0,2.0118999,0,11.375222,0,0,54.095581,3.185575,0,88.215919,0,33.326015,4.8860002,47.724434,0,0,9.5567245,0,88.215919,11.375222,33.326015,34.139999,0.64772749,4.8073549,2.3080299,7.1322675,159.12743,209.96889,27.133842,0,0,0,115.07654,16.917038,27.133842,172.183,218,21,68
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,Cyclohexane  1 2 3 4 5 6-hexachloro-  (1alpha 2alpha 3beta 4alpha 5alpha 6beta)-,DSSTox2DMolFile,5.211,58-89-9,27.640759,0,0,1,1,0,0,0,0,18,0,0,12,12,28.529325,1.5849625,0,0,6,6,0,6,0,0,0,0,0,2.760252,-2.6859431,-0.27849883,0.22424017,2.7802918,-2.8282182,0.031460579,0.67875636,2.6859603,-2.4481289,0.040936008,0.63853508,3.0254157,9.0792418,0,0,0,18,0,12,1,0,0,18,0,9.4641018,10.267462,3.4641016,3.4641016,5.4641018,5.9279222,2,2,0,0,1.2679294,5,0,-0.70564032,-0.28172526,-0.074098647,2.3467641,-0.9138031,-0.068441726,0.42139411,2.3960767,-0.48533362,-0.015444394,0.3786678,2.6258676,1.9542153,2.8552649,2.8552649,4.2054477,4.2054477,-4.0273271,0,0,5.1540685,0,14,14,1,0,10.083333,3.3950617,1.5625,19.305109,6.8756051,3.3043759,11.061192,0,0,1,0,3.9879999,-4.3310599,5.4818521,1,1,6,1,1,2,0,0,0,0.67395049,-0.67395049,0.16666667,0.16666667,0,0,27.118479,0,0,0,0,0,0,177.49168,0,0,0,0,1,0.86746269,0,0,0.13253731,0,204.61015,177.49168,0,0,27.118479,0,0.2,0.25,0,0,0,0,1,0,0,0,1,0,204.61015,0,0,0,204.61015,0,4,1,1,0,0,0,3.6443999,0,0,28.354965,0,0,0,0,0,0,234.89186,5.7845998,0,0,0,28.354965,0,0,0,234.89186,0,0.65002245,4.5849624,2.1339197,6.9102907,204.61015,224.60556,0,0,0,0,204.61015,0,0,290.832,174,21,60
Clc1c(Cl)c(Cl)cc(Cl)c1O,Phenol  2 3 4 6-tetrachloro-,DSSTox2DMolFile,6.006,58-90-2,21.415586,0,0,1,1,1,0,6,0,13,1,2,11,10,22.595942,1.7381493,0,0,6,4,0,2,0,0,1,0,0,2.6751878,-2.1044397,-0.69041395,0.6649096,2.1612473,-1.8788743,-0.30080575,1.1334289,2.4447951,-1.7783825,-0.29752883,1.14847,2.4949279,3.8664141,0,0,6,13,0,11,1,0,0,7,0,8.5938578,8.0601377,3.0773504,3.5938582,5.036581,4.0687437,1.5773503,2.1498299,0,0,1.1857121,5,0,-0.74686432,-0.41535258,0.034631606,1.8922257,-0.76161307,-0.10928944,0.52974027,2.1962833,-0.42521876,-0.077657171,0.55335701,2.2385297,1.9529194,2.1213973,0.32932791,4.099154,4.119061,-3.964829,0,4.0374899,4.5575376,-0.070350014,8.1210556,14,1.2898725,0.043488503,9.090909,3.1640625,1.6,12.139036,4.3515167,2.2579994,4.8021107,1,1,1,0,3.9949999,-3.9600899,4.6652713,0,1,6,1,1,0,0,0,0,0.50905108,-0.50905108,0.2999377,0.36959535,15.808495,18.078985,0,8.458519,0,0,0,0,118.32779,0,13.566921,0,0,0,1,0.75696838,0,0,0.24303161,0,174.24071,131.89471,0,0,42.346001,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,174.24071,0,0,0,174.24071,0,3,0,1,0,0,0,4.0057998,25.385227,0,0,0,0,0,14.002426,17.643185,0,161.838,4.8146801,0,25.385227,0,19.245853,0,17.643185,0,156.59457,20.23,0.68403846,4.4594316,2.1073608,6.6431947,174.24071,193.87251,0,0,0,0,160.67378,0,13.566921,231.89299,140,17,54
O=C(O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,Glycine  N N'-1 2-ethanediylbis(N-(carboxymethyl)-,DSSTox2DMolFile,3.1029999,60-00-4,36.884689,0,0,2,4,10,0,0,0,36,8,18,20,6,62.898018,1.7471672,0,0,10,0,0,16,0,2,8,0,0,4.357224,-2.6543374,-0.52069771,0.46269488,2.6155806,-2.8158579,-0.49673444,0.39513916,2.4518209,-2.3905411,-0.3086628,0.59324431,2.8675613,25.283312,11,0.57894737,0,35,4,19,7,11,0.57894737,31,0,15.706742,10.558915,6.2426405,6.5520415,9.2012854,5.5225039,1.9142135,2.1329932,0,0,0.98677206,9,0,-0.82642806,-0.48130116,0.10565758,2.5052478,-0.97372842,-0.48069409,0.036989246,2.3699734,-0.51511657,-0.24192245,0.21444991,2.725064,12.58696,18.019905,6.4212885,-6.3945985,-2.1291144,0.015938815,0,3.8183513,6.6516957,-2.0336993,2.2986684,14,1.1725354,18.419558,20,10.6875,12.489796,16.500256,8.7220001,10.112,7.1957612,10,4,1,0,-1.936,0.63032001,6.4181767,0,1,0,0,0,11,2,0,0,2.1403489,-2.1403489,0.14835614,0.12150574,0,40.59901,0,81.198021,0,0,58.833996,0,0,54.267685,0,0,54.267685,0,0.60886991,0.37533879,0.1876694,0.39113009,0.62466121,0.20346069,176.06473,108.53537,54.267685,113.10168,180.63103,58.833996,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,289.16641,0,0,0,289.16641,0,5,0,0,0,0,0.2,-2.0711999,0,37.230484,95.448868,212.17838,0,0,0,0,0,0,6.34232,95.448868,6.2486277,101.54091,0,0,0,141.61932,0,155.67999,0.45294255,5.2479277,3.1502945,8.3679457,289.16641,279.81741,0,0,0,0,121.79704,58.833996,108.53537,292.24399,910,21,86
S=P(SCC(=O)NC)(OC)OC,Phosphorodithioic acid  O O-dimethyl ester  S-ester with 2-mercapto-N-methylacetamide,DSSTox2DMolFile,5.1430001,60-51-5,29.737516,1,0,0,1,3,0,0,0,24,1,4,12,4,48.655022,2.0272925,0,0,5,0,0,12,0,1,3,1,2,3.7295313,-2.4162166,-0.23284744,0.057812825,2.4808326,-2.5935922,-0.013480519,0.19312043,2.7524369,-2.0959711,0.1057,0.41715834,2.873256,24.908484,5,0.45454547,0,23,1,11,5,6,0.54545456,22,0,9.6128845,9.7229824,4.2071066,4.2844572,5.5758276,7.3719802,0.35355338,0.40824831,0,0,1.0317376,7,0,-0.84272605,-0.4072434,-0.10218717,2.1071787,-1.1624086,-0.20698465,-0.019634185,2.2457819,-0.48716274,-0.079216428,0.1793319,2.4435942,6.6351147,8.985055,6.8059473,0.40939608,0.40939727,-1.7034955,1.2668235,1.0137748,5.4827862,3.7282555e-006,14,12.428493,1.0000503,2.2226586e-006,12,5.6122451,4.5918369,15.752076,7.5547061,6.3033175,9.9168587,4,1,1,0,0.73199999,-2.1410301,5.5815592,0,1,0,1,0,5,0,0,0,1.437364,-1.437364,0.18620475,0.33894369,0,21.384594,0,33.89946,89.101418,25.416878,0,0,0,0,0,15.01452,13.566921,33.008488,0.23891918,0.26617107,0.26617107,0.7610808,0.73382896,0.49490976,55.284054,61.589928,61.589928,176.10822,169.80235,114.5183,0.42857143,0.75,0,0,0,0,1,0,0,0,1,0,231.39227,0,0,0,231.39227,0,4,0,0,0,0,0.66666669,0.98290002,18.01075,5.2587838,80.399452,17.233564,0,103.66492,0,0,0,37.45668,5.4828701,37.705479,0,18.01075,0,0,0,22.492348,183.81558,79.650002,0.61674827,4.4594316,2.6600029,6.8465028,231.39227,210.48473,22.898865,0,0,5.6825762,123.00088,79.809959,28.58144,229.261,218,14,50
Nc1ccccc1,Benzenamine,DSSTox2DMolFile,5.4130001,62-53-3,16.327551,1,1,0,0,0,0,6,0,14,1,1,7,6,18.14171,1.2958364,0,0,6,0,0,7,0,1,0,0,0,2.2149367,-2.2193856,-0.60249561,0.6608144,2.1216803,-2.3251739,-0.49616909,0.76531422,2.3023057,-1.866601,-0.46310386,0.80786794,2.4733222,6.9924488,0,0,6,14,0,7,0,0,0,8,0,5.112884,3.9641016,3.3867514,4.112884,3.3938468,2.1993587,1.9106836,2.8164966,0,0,0.71123946,4,0,-0.81291151,-0.36854309,0.073664434,1.8858012,-1.3342513,-0.24641877,0.1570453,2.0584912,-0.40628976,-0.20365492,0.1815546,2.2035499,0.99468476,3.2664731,0.66832691,1.2179339,1.2179339,-1.2305871,0,3.309341,2.9931002,0,14,14,1,0,5.1428571,2.34375,1.5,3.148778,1.2942598,0.73402542,0.58219099,1,2,1,0,1.234,-1.10576,3.0289345,1,1,6,1,1,0,0,0,0,0.10039807,-0.10039807,0.69756043,1,79.042473,6.6995511,0,0,0,0,0,0,0,17.742489,0,0,0,0,1,0.17145067,0,0,0.82854933,0,103.48451,17.742489,0,0,85.742027,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,103.48451,0,0,0,103.48451,0,3,0,1,0,0,1,1.2688,32.897186,0,0,0,0,0,0,88.215919,0,2.7567475,3.0854399,0,0,0,0,2.7567475,121.11311,0,0,26.02,0.86312056,3.8073549,1.7608353,5.2548308,103.48451,121.01832,0,0,0,17.742489,85.742027,0,17.742489,93.128998,42,5,30
S=C(N)N,Urea  thio- (8CI),DSSTox2DMolFile,3.927,62-56-6,9.5271721,1,0,0,1,1,0,0,0,8,2,3,4,0,14,1.75,0,0,1,0,0,4,0,2,0,0,1,2.5914834,-2.1875985,-0.23099872,0.41828224,1.9619801,-2.6309624,-0.14893107,0.63116974,1.6869043,-1.7894877,0.018051153,0.70873207,2.3779528,4.1928282,0,0,0,7,1,3,0,0,0,6,0,3.5773504,2.8794453,0.5,0.57735026,1.7320508,1.1897227,0,0,0,0,1.0810843,2,0,-0.8417927,-0.25654596,0.10506806,1.3643165,-1.3836296,-0.27359593,0.33027756,1.2860544,-0.43050537,-0.063730001,0.42874363,1.7542237,3.7503886,5.7248693,0,-0.90268755,-0.90268755,0.16235292,0,1.2358112,1.9354041,0,14,14,1,0,4,1.3333334,0,3.5758078,1.1310079,0,1.0110668,2,4,1,0,-0.92900002,-0.66981,1.8714799,0,1,0,1,0,0,0,0,0,0.19870764,-0.19870764,0.62973064,0.5,0,13.166624,31.384512,0,0,0,0,0,35.484978,0,0,0,0,0,1,0.44336209,0,0,0.55663788,0,80.036118,35.484978,0,0,44.551136,0,0.5,1,0,0,0,0,1,0,0,0,1,0,80.036118,0,0,0,80.036118,0,1,0,0,0,0,0.75,-0.81129998,65.794373,0.28452146,0,0,0,0,0,0,0,45.192028,2.0973799,0,0,0,0,65.794373,0,0.28452146,45.192028,84.129997,0.95443398,2.5849626,1,3.5032582,80.036118,66.683983,31.384512,0,0,35.484978,0,13.166624,66.869492,76.123001,9,0,12
Cl/C(/Cl)=C\OP(=O)(OC)OC,Phosphoric acid  2 2-dichloroethenyl dimethyl ester,DSSTox2DMolFile,9.415,62-73-7,22.905552,0,0,1,2,4,0,0,0,18,0,4,11,5,37.407166,2.0781758,0,0,4,2,0,7,0,0,4,1,0,3.7021461,-2.3488076,-0.16431707,0.042672176,2.4214671,-2.3304527,-0.19699222,0.31183332,2.5942664,-2.0879807,0.082654998,0.2669667,2.6924751,22.67845,4,0.40000001,0,17,1,10,4,4,0.40000001,16,0,8.905777,8.3197708,3.0773504,3.284457,5.0378227,4.6656575,0.28867513,0.40824831,0,0,1.1601049,6,0,-0.72269177,-0.35249063,-0.11732782,1.9312681,-1.2929764,-0.2732105,0.13743816,2.0813596,-0.48716274,-0.1324964,0.10556667,2.1908984,4.4906526,5.1735826,5.1735826,2.0156929,2.0156929,-2.3495262,1.3616288,1.2624047,4.4167538,0,14,14,1,0,11,4.7928996,4.4444447,15.287268,6.8868599,6.5748014,9.5710249,4,0,1,0,1.03936,-1.6688,4.5483541,0,1,1,1,0,4,0,0,0,0.98745608,-0.98745608,0.42830795,0.25376767,0,0,28.889427,71.316856,0,0,18.713068,0,59.163895,15.729136,0,4.6659718,9.3319435,0,0.84259212,0.42775044,0.067359105,0.15740791,0.57224959,0.090048805,175.09932,88.890945,13.997915,32.710983,118.91936,18.713068,0.5,1,0,0,0,0,1,0,0,0,1,0,207.8103,0,0,0,207.8103,0,3,1,0,0,0,0.63636363,1.6102,22.433765,0,20.764891,0,0,74.583374,0,19.701038,0,94.992126,4.1812,43.198654,0,0,3.8156381,0,19.701038,0,165.75987,44.759998,0.64681429,4.321928,2.502368,6.5948482,207.8103,184.39711,29.727053,0,0,0,152.53923,25.544022,29.727053,220.976,168,12,46
O=C(Oc1c2c(ccc1)cccc2)NC,Carbamic acid  methyl-  1-naphthyl ester,DSSTox2DMolFile,5.3039999,63-25-2,31.158724,1,1,0,0,1,0,10,0,26,1,2,15,11,39.138134,1.5053129,0,0,12,0,0,11,0,1,2,0,0,1.9302522,-2.3087509,-0.58781326,0.63421315,2.2540574,-2.5476477,-0.48599741,0.71140075,2.4116826,-2.0198448,-0.43959472,0.77724111,2.562571,15.559277,1,0.0625,11,27,1,16,1,3,0.1875,15,0,10.673362,8.3579483,7.0414519,8.2591486,7.3088617,4.6837397,3.3213673,4.7996597,0,0,0.77772009,8,0,-0.82071716,-0.42515463,0.080429994,2.2601318,-1.1624491,-0.27382216,0.18686461,2.4384365,-0.48497292,-0.20303079,0.18974847,2.5800436,2.5061562,6.3318439,3.8984282,2.6673067,2.6673067,-3.0775158,0,6.7067599,5.8564596,0,14,14,1,0,11.484375,5.3650794,2.7654321,7.7298808,3.4974167,1.7556995,1.8023076,3,1,1,0,2.7030001,-3.45014,5.9041262,0,1,11,1,2,1,0,0,0,0.70378846,-0.70378846,0.55117685,0.366447,115.07654,0,8.458519,33.89946,0,0,19.199511,0,0,0,0,19.249496,2.503756,0,0.79357165,0.10965044,0.10965044,0.20642836,0.89034957,0.096777931,157.43452,21.753254,21.753254,40.952763,176.63403,19.199511,0.5,1,0,0,0,0,1,0,0,0,1,0,198.38728,0,0,0,198.38728,0,4,0,2,0,0,0.80000001,2.5580001,29.010639,7.3166366,0,0,0,32.897186,0,128.64822,0,29.105644,5.9031701,23.862217,10.999887,18.01075,5.2434282,5.1459289,123.50229,7.3166366,32.897186,38.330002,0.59002918,5,2.7514255,7.5171309,198.38728,244.47998,13.566921,0,0,5.6825762,157.43452,21.703266,19.249496,201.22499,362,21,74
OC,Methanol,DSSTox2DMolFile,0.98900002,67-56-1,5.2291722,1,1,0,0,1,0,0,0,6,1,2,2,1,7.5097752,1.2516291,0,0,1,0,0,4,0,0,1,0,0,1,-2.1208301,-0.25895673,0.31579092,2.0544915,-2.2057691,-0.26203239,0.29174978,1.971117,-1.8959461,-0.16761988,0.38912594,2.257108,4.372828,0,0,0,5,0,1,1,0,0,5,0,2,1.4472136,1,1,1,0.44721359,0,0,0,0,0.83357197,1,0,-0.79947412,-0.24217759,0.018489556,1.2547024,-0.87318265,-0.23848191,-0.023556227,1.1937971,-0.49949074,-0.14240223,0.06795232,1.4285204,1.318568,2.0318065,0.91229153,-0.11069764,-0.11069764,0.34379137,0,0,0.80431288,0,14,14,1,0,2,0,-0,2,0,-0,0,1,1,1,0,-0.40400001,0.61199999,0.88550556,0,1,0,1,0,0,0,0,0,0.21748719,-0.21748719,1,1,0,0,0,0,35.658428,0,0,0,0,0,0,13.566921,0,0,0,0.27560842,0.27560842,1,0.72439158,0.72439158,0,13.566921,13.566921,49.225349,35.658428,35.658428,0,0,0,0,0,0,1,0,0,0,1,0,49.225349,0,0,0,49.225349,0,1,0,0,0,0,1,-0.3915,25.385227,0,0,0,0,35.383869,0,0,0,0,0.81427997,0,25.385227,0,0,0,0,0,35.383869,20.23,1,1,-0,1,49.225349,33.602375,0,0,0,0,35.658428,0,13.566921,32.042,1,0,2
O=C(C)C,2-Propanone,DSSTox2DMolFile,0.67199999,67-64-1,10.082758,1,1,0,0,1,0,0,0,10,0,1,4,2,12.954618,1.2954619,0,0,3,0,0,6,0,0,1,0,0,2.5914834,-2.2570817,0.030568358,0.030568358,2.3120255,-2.2605827,0.123,0.123,2.3321912,-2.0299506,0.1057,0.1057,2.5532186,7.517242,0,0,0,9,1,3,2,0,0,8,0,3.5773504,2.9082482,2.5,2.5773504,1.7320508,1.2041241,1,1.1547005,0,0,0.73639923,2,0,-0.70667583,-0.12943164,-0.12943164,1.6632545,-0.81065768,-0.037,-0.037,1.6918643,-0.46890619,-0.054299999,-0.054299999,1.885358,1.6537946,2.3353055,2.3353055,0.43373477,0.43373477,-0.36672384,0,0.68980354,1.635874,0,14,14,1,0,4,1.3333334,0,2.997,0.86699998,0,0.64959973,1,0,1,0,0.097000003,0.063390002,1.7231903,0,1,0,1,0,0,0,0,0,0.29603511,-0.29603511,0.51184899,1,0,58.816898,0,8.458519,0,0,0,0,0,0,0,0,13.566921,0,0.8321805,0.1678195,0.1678195,0.1678195,0.8321805,0,67.275421,13.566921,13.566921,13.566921,67.275421,0,0.5,1,0,0,0,0,1,0,0,0,1,0,80.842339,0,0,0,80.842339,0,1,1,0,0,0,1,0.59530002,0,5.6876111,23.862217,0,0,0,0,0,0,66.652031,1.6355,23.862217,0,0,0,0,0,5.6876111,66.652031,17.07,0.95443398,2.5849626,1,3.5032582,80.842339,70.657326,13.566921,0,0,0,58.816898,8.458519,13.566921,58.079998,9,0,12
ClC(Cl)Cl,Methane  trichloro-,DSSTox2DMolFile,3.2539999,67-66-3,8.9667931,1,1,0,0,0,0,0,0,5,0,0,4,3,6.854753,1.3709506,0,0,1,3,0,1,0,0,0,0,0,2.3237901,-1.9368912,-0.087033011,-0.0031063599,2.0721002,-1.8752456,0.40175757,0.68949997,2.2247593,-1.6440728,0.34583873,0.58530003,2.3820646,2.3532071,0,0,0,4,0,3,2,0,0,4,0,3.5773504,3.9790306,0.57735026,0.57735026,1.7320508,1.963961,0,0,0,0,1.4219949,2,0,-0.59503132,-0.24703301,-0.16154699,1.2079014,-0.68716395,0.23521386,0.52950001,1.5264932,-0.37391308,0.1944696,0.4253,1.5789586,0.87778258,0.72892159,0.72892159,2.2008309,2.2008309,-1.7293829,0,0,1.838093,0,14,14,1,0,4,1.3333334,0,11.37723,5.5037432,0,15.654337,0,0,1,0,1.73808,-1.32287,2.0173111,1,1,0,1,0,0,0,0,0,0.23641339,-0.23641339,1,0.33333334,0,0,0,0,9.1421604,0,0,0,88.745842,0,0,0,0,0,0.9066059,0.9066059,0,0.093394086,0.093394086,0.093394086,88.745842,88.745842,0,9.1421604,9.1421604,9.1421604,0.5,1,0,0,0,0,1,0,0,0,1,0,97.888,0,0,0,97.888,0,1,1,0,0,0,1,1.9864,0,0,5.3558908,0,0,0,0,0,0,117.44593,2.1347001,0,0,0,5.3558908,0,0,0,117.44593,0,0.95443398,2.5849626,1,3.5032582,97.888,83.24221,0,0,0,0,88.745842,9.1421604,0,119.378,9,0,12
ClC(Cl)(Cl)C(Cl)(Cl)Cl,Ethane  hexachloro-,DSSTox2DMolFile,4.9429998,67-72-1,16.6,0,0,1,1,0,0,0,0,8,0,0,8,6,6.4902248,0.8112781,0,0,2,6,0,0,0,0,0,0,0,4.0203915,-2.186764,-0.078804463,-0.078804463,2.4314916,-2.2319777,0.68949997,0.68949997,2.4750524,-1.9229521,0.58530003,0.58530003,2.6950617,2.52,0,0,0,7,0,7,3,1,0.14285715,7,0,7,7.8033605,1,1,3.25,3.6516802,0.25,0.25,0,0,1.4937216,3,0,-0.59056479,-0.23880446,-0.23880446,1.6135679,-0.80008638,0.52950001,0.52950001,1.8763074,-0.3919934,0.4253,0.4253,1.97452,1.571239,0,0,4.5563836,4.5563836,-3.930429,0,0,3.506356,0,14,14,1,0,8,1.75,2.2222223,20.764238,5.1587162,7.2869682,13.389603,0,0,1,0,3.30616,-4.4060602,3.6309898,1,1,0,1,0,0,0,0,0,0.47282678,-0.47282678,0.5,0.16666667,0,0,0,0,0,0,0,0,177.49168,0,0,0,0,0,1,1,0,0,0,0,177.49168,177.49168,0,0,0,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,177.49168,0,0,0,177.49168,0,2,1,0,0,0,1,3.7268,0,0,0,0,0,0,0,0,0,234.89186,4.0580001,0,0,0,0,0,0,0,234.89186,0,0.75787848,3.8073549,1.5501993,5.7063603,177.49168,158.49004,0,0,0,0,177.49168,0,0,236.73999,58,9,38
OCCC,Propyl alcohol,DSSTox2DMolFile,0.94400001,71-23-8,11.416344,1,1,0,0,1,0,0,0,12,1,2,4,3,14.264663,1.1887219,0,0,3,0,0,8,0,0,1,0,0,1.9747449,-2.4910085,-0.22094086,0.29043701,2.4479842,-2.4541495,-0.17216027,0.2762987,2.5271406,-2.258446,-0.12633213,0.35361892,2.6769664,8.745656,1,0.33333334,0,11,0,3,3,1,0.33333334,11,0,3.4142137,2.8614271,2.4142137,2.4142137,1.9142135,1.5233345,1.2071068,1.2071068,0,0,0.73639923,3,0,-0.80282605,-0.23101611,-0.0059091984,1.8087028,-0.8736071,-0.14917958,-0.024759943,1.8745154,-0.52601194,-0.1267231,0.046271637,2.0066707,1.3344746,2.1494431,1.056484,0.40139291,0.40139291,-0.13439853,0,0,1.7130842,0,14,14,1,0,4,3,4,4,3,4,3,1,1,1,0,0.551,0.083020002,1.7979497,0,1,0,1,0,1,0,0,0,0.22042599,-0.22042599,0.82614321,1,45.216946,0,0,22.058474,0,0,0,0,0,0,0,13.566921,0,0,0.8321805,0.1678195,0.1678195,0.1678195,0.8321805,0,67.275421,13.566921,13.566921,13.566921,67.275421,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,80.842339,0,0,0,80.842339,0,2,0,0,0,0,1,0.38870001,25.385227,0,0,20.926258,0,0,0,0,18.868406,33.326015,1.73768,0,25.385227,0,0,0,18.868406,20.926258,33.326015,20.23,0.95443398,2.5849626,1.4591479,3.4464393,80.842339,70.657326,0,0,0,0,67.275421,0,13.566921,60.095997,10,1,10
ClC(Cl)(Cl)C,Ethane  1 1 1-trichloro-,DSSTox2DMolFile,4.0760002,71-55-6,12.060379,1,1,0,0,0,0,0,0,8,0,0,5,4,12.490225,1.5612781,0,0,2,3,0,3,0,0,0,0,0,3.0237157,-2.2615955,-0.083667807,0.027019098,2.349838,-2.1975844,0.123,0.68949997,2.4594545,-2.0261478,0.1057,0.58530003,2.6119704,4.5396209,0,0,0,7,0,4,2,0,0,7,0,4.5,4.9016805,1.5,1.5,2,2.2008402,0.5,0.5,0,0,1.2811379,2,0,-0.68865079,-0.24366781,-0.1329809,1.5594025,-0.70352173,-0.037,0.52950001,1.7862462,-0.48583317,-0.054299999,0.4253,1.8593676,0.9192329,0.98811132,0.98811132,2.3903081,2.3903081,-1.9494677,0,0,2.2924788,0,14,14,1,0,5,1,0,11.466395,2.8443074,0,6.5227904,0,0,1,0,2.13908,-2.32551,2.4710488,1,1,0,1,0,0,0,0,0,0.24810499,-0.24810499,0.79882807,0.33333334,29.408449,0,0,0,0,0,0,0,88.745842,0,0,0,0,0,1,0.75110132,0,0,0.2488987,0,118.15429,88.745842,0,0,29.408449,0,0.5,1,0,0,0,0,1,0,0,0,1,0,118.15429,0,0,0,118.15429,0,1,1,0,0,0,1,2.3764999,0,0,0,0,0,0,0,0,0,150.77194,2.5964,0,0,0,0,0,0,0,150.77194,0,0.90438145,3,0.9709506,4.25,118.15429,101.76968,0,0,0,0,118.15429,0,0,133.405,16,0,20
