mol,Name,Source,Tox,CAS,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_dbo,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb
Clc1c(Cl)cc(OCC(=O)O)c(Cl)c1,2 4 5-Trichlorophenoxyacetic acid,,3.71,93-76-5,26.359964,0,0,1,1,3,0,6,0,19,2,5,14,10,35.591206,1.8732214,0,0,8,3,0,5,0,0,3,0,0,2.3907599,-2.2450242,-0.65399998,0.59020507,2.3151386,-2.4018011,-0.44733176,0.95396161,2.4245906,-1.9982677,-0.31725276,0.95495898,2.5579109,9.6000347,3,0.21428572,6,19,1,14,2,3,0.21428572,12,0,10.715178,9.0271978,4.3618073,5.0080719,6.5029078,4.6296244,2.0082538,2.7079082,0,0,1.0900121,8,0,-0.75426149,-0.42093036,0.054801371,2.0460556,-0.94294119,-0.29005727,0.4465355,2.2443767,-0.46847504,-0.17413071,0.4190442,2.3498411,3.8393326,5.5338602,2.5158255,3.1101713,3.242836,-3.5245759,0,4.8068724,5.3553524,-0.99918419,3.9119513,14,1.006639,4.2395129,12.071428,5.1855955,3.5918367,12.87066,5.5574856,3.8645799,5.109179,3,1,1,0,3.2130001,-3.63397,5.4647174,0,1,6,1,1,3,0,0,0,0.96700829,-0.96700829,0.34293875,0.32973748,31.616989,13.559239,8.458519,0,22.058474,0,14.708499,0,88.745842,13.566921,0,0,13.566921,2.503756,0.74692816,0.56701076,0.076972313,0.25307187,0.43298921,0.17609955,155.94751,118.38344,16.070677,52.83765,90.401718,36.766975,0.5,1,0,0,0,0,1,0,0,0,1,0,208.78516,0,0,0,208.78516,0,4,0,1,0,0,0,3.1101999,10.999887,7.7454643,23.862217,46.311485,0,0,10.50182,35.286369,0,122.68936,5.4602799,23.862217,10.999887,25.385227,15.745248,0,35.286369,28.671722,117.44593,46.529999,0.59167278,4.8073549,2.8004246,7.2967215,208.78516,229.76259,2.503756,0,0,0,164.43906,14.708499,29.637598,255.48399,318,18,66
O=C(CCC(=O)C)C,2 5-Hexanedione,,1.8,110-13-4,18.83193,1,1,0,0,2,0,0,0,18,0,2,8,4,24.329594,1.3516442,0,0,6,0,0,10,0,0,2,0,0,2.9754319,-2.4467473,-0.18079902,0.16357669,2.5129735,-2.4422038,-0.098755859,0.21218102,2.5388489,-2.2183323,-0.048749674,0.28589049,2.7524762,12.84807,3,0.42857143,0,17,2,7,5,3,0.42857143,15,0,6.5689139,5.23071,4.4142137,4.5689139,3.6258976,2.615355,2.2071068,2.4711971,0,0,0.78055644,5,0,-0.7181778,-0.24220499,-0.078366987,2.0679698,-0.81410682,-0.14282921,-0.025262471,2.0919905,-0.4970572,-0.11441638,0.036232416,2.2914033,3.2778358,4.4765735,4.4765735,0.62303567,0.62303567,-0.86461997,0,1.3796303,3.1019211,0,14,14,1,0,8,3.9375,7.1999998,6.1857958,2.9159999,5.1321602,2.2547226,2,0,1,0,-0.17200001,-0.031800002,3.2126501,0,1,0,1,0,3,0,0,0,0.59207022,-0.59207022,0.25592449,0.5,0,90.433891,0,16.917038,0,0,0,0,0,0,0,0,27.133842,0,0.79823858,0.20176145,0.20176145,0.20176145,0.79823858,0,107.35093,27.133842,27.133842,27.133842,107.35093,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,134.48477,0,0,0,134.48477,0,3,1,0,0,0,1,0.94459999,0,11.375222,47.724434,0,0,0,0,0,37.736813,66.652031,3.0596001,47.724434,0,0,0,0,37.736813,11.375222,66.652031,34.139999,0.75787848,3.8073549,2.2623148,5.6119804,134.48477,133.32027,27.133842,0,0,0,90.433891,16.917038,27.133842,114.144,74,5,30
Clc1cnc(O)cc1,5-chloro-2-pyridinol,,2.5699999,4214-79-3,15.549172,1,1,0,0,2,0,6,0,12,1,3,8,5,23.40991,1.9508258,0,0,5,1,0,4,0,1,1,0,0,2.2646422,-2.0849831,-0.6857518,0.68679696,2.0819352,-1.9443966,-0.54449254,0.86980444,2.2763588,-1.7810971,-0.41243035,0.95225912,2.3894243,6.1128278,0,0,6,12,0,8,1,0,0,6,0,5.9831276,4.7603712,2.7320509,3.2760208,3.7876937,2.4717178,1.1993587,1.7247449,0,0,0.9579215,5,0,-0.73978901,-0.42419502,0.10255022,1.7895044,-0.76167125,-0.30074248,0.2619735,1.9749269,-0.43048826,-0.18957634,0.35508376,2.0881848,3.1313622,3.4454412,1.4308766,1.0636705,1.3165179,-1.5835986,0,3.4719005,3.1452641,-0.001972395,9.7032413,12.38522,1.1850646,1.9791896,6.125,2.52,1.8,5.2538371,2.1077666,1.4725032,1.3842328,2,1,1,0,1.362,-0.81033999,3.2266018,0,1,6,1,1,0,0,0,0,0.46704349,-0.46704349,0.45562354,0.46556059,31.616989,4.5197463,20.299505,0,12.949531,0,0,0,29.581947,0,13.566921,5.6825762,0,0,0.84239089,0.4130654,0.048068937,0.15760908,0.58693457,0.10954014,99.585106,48.831444,5.6825762,18.632107,69.385773,12.949531,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,118.21722,0,0,0,118.21722,0,3,0,1,0,0,0.25,1.4406,25.385227,16.78553,0,0,0,0,3.5006065,52.500725,0,43.963245,3.0911801,0,42.170757,0,8.3152075,0,52.500725,0,39.148643,33.119999,0.8112781,4,1.9905418,5.649457,118.21722,131.02744,5.6825762,0,0,0,86.018188,12.949531,19.249496,129.54599,62,7,36
P(=O)(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,paraoxon,,3.8199999,311-45-5,36.4771,0,0,1,2,4,0,6,0,32,0,4,18,11,57.967976,1.8114992,0,0,10,0,0,14,0,1,6,1,0,2.4274604,-2.4644189,-0.43380904,0.32134116,2.5003662,-2.4461167,-0.47012722,0.4412322,2.6263726,-2.2186954,-0.19401623,0.54820538,2.7614322,30.746899,7,0.3888889,6,32,1,18,6,7,0.3888889,25,0,13.596012,10.961959,6.7236147,7.3973413,8.5041494,6.7967005,3.2355807,4.0472069,0,0,0.94388461,10,0,-0.75450379,-0.40024689,-0.077813618,2.3137729,-1.2945524,-0.27697814,0.078859918,2.4452763,-0.51723373,-0.17698149,0.15349378,2.5611703,6.8519773,7.4517293,7.4517293,2.2910397,2.2910397,-3.2010972,1.3578795,4.4367161,6.7728357,0,14,14,1,0,16.055555,7.5555553,5.2674899,14.506742,6.7835999,4.7071972,5.4671073,7,0,1,0,1.8660001,-3.01267,6.7088218,1,1,6,1,1,7,0,0,0,1.3722678,-1.3722678,0.30808535,0.18822683,90.433891,44.103542,44.116947,0,0,6.6995511,18.713068,0,0,15.729136,0,4.6659718,43.262993,0,0.7260564,0.23777412,0.17902304,0.27394363,0.76222587,0.094920576,194.38351,63.6581,47.928963,73.341583,204.067,25.412621,0.5,1,0,0,0,0,1,0,0,0,1,0,267.7251,0,0,0,267.7251,0,5,1,1,0,0,0.83333331,2.0845001,29.355396,7.0856161,13.843261,92.787521,0,0,0,70.572739,0,91.347046,6.3896399,43.36264,6.9216304,50.935009,5.2434282,2.7567475,70.572739,41.852516,83.34687,90.580002,0.50325835,5.1699252,3.155273,8.0266657,267.7251,276.6069,29.727053,0,0,0,185.35393,52.644115,29.727053,275.19699,661,24,84
S=C1SC(N)=NN1,5-amino-1 3 4-thiadiazole-2-thiol,,4.8200002,2349-67-9,14.620379,1,0,0,1,2,0,0,0,10,2,4,7,1,19.709505,1.9709506,0,0,2,0,0,3,0,3,0,0,2,2.3280816,-2.0569954,-0.27198702,0.66271925,2.1602628,-2.4233918,-0.28461561,0.83936322,2.1273069,-1.6683282,-0.043292236,1.0681894,2.6353323,6.6996212,0,0,0,10,2,7,0,0,0,8,0,5.276021,4.9740534,1,1.1547005,3.2876937,2.8230062,0,0,0,0,1.1444967,4,0,-0.83266938,-0.31031933,0.17651759,1.6356428,-1.3701301,-0.47290182,0.4494696,1.6699456,-0.42822349,-0.063730001,0.58597082,2.0854354,5.0638113,5.5268574,0,-0.29554838,-0.29476422,-1.0614929,0,2.6962399,3.2293766,0.001822762,13.031649,9.7384768,1.0137837,0.001107258,5.1428571,1.8518518,1.1851852,5.3412676,1.9370729,1.2495075,1.4780606,3,3,1,0,2.6440001,-1.95868,3.0713584,0,1,5,1,1,0,0,0,0,0.38795686,-0.38795686,0.58911985,0.37932196,10.651674,0,31.384512,0,13.166624,0,0,19.760618,9.4210396,27.163528,0,0,0,0,0.8819645,0.50512058,0,0.11803551,0.49487942,0.11803551,98.381371,56.345188,0,13.166624,55.202808,13.166624,0.5,1,0,0,0,0,1,0,0,0,1,0,111.548,0,0,0,111.548,0,2,0,1,0,0,0.71428573,-0.1626,50.785416,0.69307917,0,0,0,16.663008,0,0,0,77.411568,3.49491,0,16.663008,17.888229,0,32.897186,0,0.69307917,77.411568,82.5,0.86312056,3.8073549,1.7170408,5.2595143,111.548,113.73996,40.80555,0,0,27.163528,19.760618,23.818298,67.969078,133.19901,41,4,32
Oc1c(O)cccc1,catechol ,,4.1100001,120-80-9,16.164759,1,1,0,0,2,0,6,0,14,2,4,8,6,20.283419,1.4488156,0,0,6,0,0,6,0,0,2,0,0,2.3570278,-2.1694741,-0.7340076,0.77311695,2.1358912,-1.9702497,-0.66858035,0.80432159,2.3929772,-1.8569477,-0.57556772,0.92023975,2.4468248,6.5592418,0,0,6,14,0,8,0,0,0,8,0,5.9831276,4.2038283,3.309401,3.9831276,3.8045304,2.2745638,1.8273503,2.6498299,0,0,0.83034712,4,0,-0.75900996,-0.44391006,0.1713569,1.8965738,-0.76651859,-0.29491141,0.16228306,2.1175156,-0.43219635,-0.24081759,0.26421291,2.1861193,1.7230713,5.0261149,1.2035706,0.85293305,0.85082728,-0.93733531,0,3.4271264,3.0371783,-0.021086823,8.6667328,14,1.1076484,0.012705658,6.125,2.52,1.4876033,4.3645353,1.6948504,0.95031607,0.9246543,2,2,1,0,1.288,-0.66097999,3.0341504,0,1,6,1,1,0,0,0,0,0.37555259,-0.37555259,0.41549969,0.5,63.233978,0,0,16.917038,0,0,0,0,0,0,27.133842,0,0,0,1,0.25291398,0,0,0.74708599,0,107.28486,27.133842,0,0,80.151016,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,107.28486,0,0,0,107.28486,0,3,0,1,0,0,0,1.0978,50.770454,0,0,0,0,0,0,70.572739,0,10.486856,2.97716,0,50.770454,0,10.486856,0,70.572739,0,0,40.459999,0.8112781,4,1.8352377,5.6729054,107.28486,125.3259,0,0,0,0,80.151016,0,27.133842,110.112,60,8,36
O=C(O)C,Acetic acid,,2.9300001,64-19-7,7.791172,1,1,0,0,2,0,0,0,8,2,4,4,1,12,1.5,0,0,2,0,0,4,0,0,2,0,0,2.5914834,-2.1126781,-0.34313339,0.32402351,2.2029383,-2.1788414,-0.29387939,0.31123307,2.1805754,-1.9099463,-0.17495027,0.43853068,2.4089134,5.3308282,0,0,0,7,1,3,1,0,0,6,0,3.5773504,2.3554618,1.5,1.5773503,1.7320508,0.92773092,0.5,0.57735026,0,0,0.94611794,2,0,-0.70765167,-0.37115502,0.032638159,1.4933616,-0.87237728,-0.31304502,0.015972581,1.461992,-0.46941051,-0.17854132,0.13331607,1.6920401,2.2611809,4.4864602,1.6757512,-0.30495745,-0.28176248,0.15862127,0,0.95450735,1.3971273,-0.99059439,4.9774923,14,1.0546956,2.7819705,4,1.3333334,0,2.997,0.86699998,0,0.64959973,2,1,1,0,-0.079000004,0.40626001,1.3916161,0,1,0,1,0,0,0,0,0,0.41088387,-0.41088387,0.73499775,0.63663435,0,0,29.408449,0,0,0,14.708499,0,0,13.566921,0,0,13.566921,0,0.60315639,0.38082162,0.19041081,0.39684361,0.61917835,0.20643279,42.975372,27.133842,13.566921,28.275419,44.116947,14.708499,0.5,1,0,0,0,0,1,0,0,0,1,0,71.250793,0,0,0,71.250793,0,1,0,0,0,0,0,0.090899996,0,7.7454643,23.862217,25.385227,0,0,0,0,0,33.326015,1.3309799,23.862217,0,25.385227,0,0,0,7.7454643,33.326015,37.299999,0.95443398,2.5849626,1,3.5032582,71.250793,59.210377,0,0,0,0,29.408449,14.708499,27.133842,60.051998,9,0,12
O=C(O)c1ccc(-c2ccccc2)cc1,4-biphenylcarboxylic acid,,4.1599998,92-92-2,31.15193,0,0,1,1,2,0,12,0,25,2,4,15,12,32.771408,1.3108563,0,0,13,0,0,10,0,0,2,0,0,1.7857237,-2.2481441,-0.64593458,0.69811022,2.2174499,-2.1159899,-0.53807992,0.80591482,2.4031584,-1.9048668,-0.49986199,0.85431087,2.5592263,11.89007,2,0.125,12,26,1,16,0,2,0.125,13,0,10.673362,8.0516148,7.1961522,8.6733618,7.2708569,4.6597819,4.2320509,6.1161566,0,0,0.76163095,9,0,-0.75388068,-0.38882184,0.080951594,2.244504,-0.8540858,-0.26386139,0.16445385,2.4123285,-0.40342987,-0.21605732,0.19305076,2.5628865,2.2988751,5.8508124,3.0286667,2.7796061,3.0492313,-3.7622235,0,7.4713111,5.9117403,-0.99525678,4.6781359,14,1.030571,3.190104,11.484375,5.3650794,2.9822485,7.5647187,3.4162567,1.846494,1.722868,2,1,1,0,3.543,-3.7806599,5.9380326,0,1,12,1,2,2,0,0,0,0.40089893,-0.40089893,0.80879623,0.64008933,146.69353,2.2085397,0,0,0,0,14.708499,79.042473,0,13.566921,0,0,13.566921,0,0.85176277,0.14225236,0.071126178,0.14823721,0.85774767,0.077111036,162.46899,27.133842,13.566921,28.275419,163.61057,14.708499,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,190.74442,0,0,0,190.74442,0,5,0,2,0,0,0.80000001,3.0518,0,7.7454643,0,25.385227,27.047791,0,0,165.15981,0,0,5.8837299,23.862217,0,25.385227,3.185575,6.37115,158.78867,7.7454643,0,37.299999,0.59002918,5,2.9371459,7.4774876,190.74442,247.02383,0,0,0,0,148.90207,14.708499,27.133842,198.22099,388,20,74
ClC(Cl)CCl,1 1 2-Trichloroethane,,3.3699999,79-00-5,12.060379,1,1,0,0,0,0,0,0,8,0,0,5,4,12.490225,1.5612781,0,0,2,3,0,3,0,0,0,0,0,2.5395389,-2.2599328,-0.091023639,0.033344705,2.3497789,-2.3181896,0.18121612,0.62194836,2.3637927,-2.0123472,0.15844823,0.53176188,2.613167,4.5396209,1,0.25,0,7,0,4,3,1,0.25,7,0,4.2844572,4.6861372,1.2844571,1.2844571,2.2700555,2.5193393,0.40824831,0.40824831,0,0,1.2811379,3,0,-0.67924857,-0.2505483,-0.12606531,1.5590359,-0.83709568,0.007203092,0.44970822,1.7204721,-0.46117401,-0.004065282,0.37086773,1.8592366,0.96919847,1.404657,1.404657,2.2591019,2.2591019,-1.8112247,0,0,2.2924788,0,14,14,1,0,5,2.25,4,11.466395,6.3996916,15.218684,14.676278,0,0,1,0,1.94636,-1.76711,2.5274017,1,1,0,1,0,1,0,0,0,0.30240819,-0.30240819,0.57802469,0.36698166,0,0,18.119701,6.8309531,0,0,0,0,59.163895,29.581947,0,0,0,0,1,0.78055036,0,0,0.21944964,0,113.6965,88.745842,0,0,24.950655,0,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,113.6965,0,0,0,113.6965,0,2,1,0,0,0,1,2.0288999,0,0,5.0408592,19.183437,0,0,0,0,0,117.44593,2.6214001,0,0,0,5.0408592,0,0,19.183437,117.44593,0,0.90438145,3,1.5219281,4.1971598,113.6965,101.76968,0,0,0,0,106.86554,6.8309531,0,133.405,18,2,16
Clc1c(Cl)cccc1S,2 3-Dichlorothiophenol,,4.9099998,17231-95-7,20.487171,0,0,1,1,0,0,6,0,13,0,0,9,8,22.595942,1.7381493,0,0,6,2,0,4,0,0,0,0,1,2.4796133,-2.1330142,-0.68310231,0.6747188,2.1255677,-1.9086694,-0.4560388,1.0611424,2.3847065,-1.791692,-0.42895561,1.0674508,2.4871933,7.4928279,0,0,6,13,0,9,1,0,0,7,0,6.8533711,6.8414783,3.2320509,3.8533711,4.2152143,3.5487309,1.7440169,2.4831634,0,0,1.0330772,4,0,-0.72929651,-0.41430834,0.066717871,1.8633665,-0.53486943,-0.22056367,0.41631639,2.1274071,-0.39815557,-0.12489529,0.45310751,2.2215769,1.1659614,1.7435582,0.28723016,3.1398842,3.2744281,-3.3191571,0,3.717447,4.1764412,-0.72391915,6.581346,14,1.8025703,0.76730067,7.1111112,2.7222223,1.4693878,8.8597202,3.4912989,1.9368756,3.4368815,0,0,1,0,3.575,-3.8714399,4.3817496,0,1,6,1,1,0,0,0,0,0.21198548,-0.21198548,0.35203403,0.38374269,51.610085,9.0394926,0,0,0,0,0,31.384512,59.163895,0,0,0,0,0,1,0.59887308,0,0,0.40112689,0,151.19798,90.548409,0,0,60.649578,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,151.19798,0,0,0,151.19798,0,3,1,1,0,0,0,3.2821,0,0,0,0,0,1.5507339,7.0012131,52.929554,46.107109,78.297287,4.3715,0,0,1.5507339,7.0012131,0,52.929554,0,124.4044,38.799999,0.7642045,4.1699252,1.9031855,6.0367746,151.19798,169.43359,0,0,0,0,119.81347,31.384512,0,179.06999,82,11,42
Clc1cnccc1,3-chloropyridine,,3.3199999,626-60-8,14.747172,1,1,0,0,1,0,6,0,11,0,1,7,6,18.444107,1.6767371,0,0,5,1,0,4,0,1,0,0,0,2.2149367,-2.0698814,-0.61118853,0.66033804,2.0514567,-1.9320363,-0.42820823,0.89828807,2.2315829,-1.7561291,-0.39638323,0.91634011,2.3710155,6.1128278,0,0,6,11,0,7,1,0,0,5,0,5.112884,4.3905082,2.809401,3.4057775,3.3938468,2.3273613,1.2440169,1.8164966,0,0,0.88356376,4,0,-0.74240363,-0.37212601,0.06626799,1.7400142,-0.72397763,-0.23622474,0.32975939,1.9112651,-0.40133891,-0.1588771,0.33354014,2.0502906,2.3486419,1.5574191,1.5574191,1.7824,1.7919208,-1.85387,0,3.2877054,2.9404352,0.022086842,14,8.6461668,1.111881,0.013314986,5.1428571,2.34375,1.5,4.3015647,1.8925474,1.1641303,1.1629878,1,0,1,0,1.265,-0.86102998,3.0741241,0,1,6,1,1,0,0,0,0,0.32205674,-0.32205674,0.34218982,0.74966413,31.616989,24.819252,20.299505,0,0,0,0,0,29.581947,0,0,5.6825762,0,0,0.94926286,0.31486106,0.050737165,0.050737165,0.68513894,0,106.3177,35.264523,5.6825762,5.6825762,76.735748,0,0.25,0.33333334,0,0,0,0,1,0,0,0,1,0,112.00027,0,0,0,112.00027,0,3,0,1,0,0,0.2857143,1.735,0,16.78553,0,0,0,0,3.5006065,69.71508,0,39.148643,2.9247,0,16.78553,0,3.5006065,0,69.71508,0,39.148643,12.89,0.86312056,3.8073549,1.7608353,5.2548308,112.00027,123.94691,5.6825762,0,0,0,106.3177,0,5.6825762,113.547,42,5,30
O=[N+]([O-])c1cc(N)c(C)cc1,2-methyl-5-nitroaniline,,4.04,99-55-8,21.458344,1,1,0,0,0,0,6,0,19,1,1,11,8,33.059139,1.7399546,0,0,7,0,0,8,0,2,2,0,0,2.4406667,-2.2993829,-0.33116415,0.40359256,2.290875,-2.3474693,-0.17759976,0.55939311,2.430841,-2.0081196,-0.14459457,0.58499956,2.5787477,9.3416557,1,0.090909094,6,19,1,11,1,1,0.090909094,12,0,8.4307213,6.0731111,4.2320509,4.8533711,5.1090608,3.1154642,2.2380338,3.0436769,0,0,0.86592633,6,0,-0.80914843,-0.41832906,-0.036069222,2.1375372,-1.3344641,-0.17091051,0.11395632,2.2673852,-0.49248114,-0.12650298,0.1767,2.4044869,3.8654034,4.9542432,2.043829,1.3743843,1.3743843,-1.873243,0,4.495286,4.1290178,0,14,14,1,0,9.090909,3.5999999,2.2145329,6.0879374,2.3011472,1.3569547,1.2735672,4,2,1,0,1.502,-2.0564599,4.0223117,1,1,6,1,1,1,0,0,0,0.62549984,-0.62549984,0.46213832,0.41294542,45.216946,42.344574,0,0,0,6.6995511,0,2.2085397,0,17.742489,0,0,33.931049,0,0.72573417,0.3637163,0.22904231,0.2742658,0.6362837,0.045223497,107.51255,53.882076,33.931049,40.6306,94.26107,6.6995511,0.5,1,0,0,0,0,1,0,0,0,1,0,148.14314,0,0,0,148.14314,0,3,1,1,0,0,0,1.48542,32.897186,7.0856161,0,50.935009,3.185575,0,0,52.929554,0,38.839512,4.2245798,7.0856161,0,50.935009,3.185575,5.513495,85.826744,0,33.326015,71.839996,0.68403846,4.4594316,2.3710012,6.6055841,148.14314,166.39868,0,0,0,17.742489,96.469612,33.931049,17.742489,152.153,152,14,52
Clc1c(Cl)c(Cl)cc(N)c1Cl,2 3 4 5-tetrachloroaniline,,5.29,634-83-3,22.380379,0,0,1,1,0,0,6,0,14,1,1,11,10,25.038307,1.7884505,0,0,6,4,0,3,0,1,0,0,0,2.6751878,-2.1781328,-0.65685284,0.61002749,2.1744597,-2.3155787,-0.16563001,1.1252242,2.4259367,-1.8220975,-0.18304709,1.0983071,2.5296626,4.2996211,0,0,6,14,0,11,1,0,0,8,0,8.5938578,8.1902742,3.0773504,3.5938582,5.036581,4.1338124,1.5773503,2.1498299,0,0,1.1588622,5,0,-0.8052336,-0.40645471,0.000795218,1.9280875,-1.3341686,-0.02661196,0.57910848,2.2051115,-0.40508112,-0.060395543,0.54105538,2.2879765,2.1958122,2.587086,0.17584562,3.8364348,3.8364348,-3.8668582,0,4.077126,4.7146935,0,14,14,1,0,9.090909,3.1640625,1.6,11.602071,4.1407156,2.1404414,4.3673525,1,2,1,0,3.631,-4.0429201,4.8109164,1,1,6,1,1,0,0,0,0,0.42187959,-0.42187959,0.19501324,0.23575975,15.808495,24.778538,0,0,0,0,0,0,136.07028,0,0,0,0,0,1,0.7702499,0,0,0.22975008,0,176.6573,136.07028,0,0,40.587032,0,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,176.6573,0,0,0,176.6573,0,3,0,1,0,0,0,3.8824,32.897186,0,0,0,0,0,14.002426,17.643185,0,159.35132,5.0894399,0,0,0,14.002426,2.7567475,50.540371,0,156.59457,26.02,0.68403846,4.4594316,2.1073608,6.6431947,176.6573,196.64546,0,0,0,17.742489,158.91483,0,17.742489,230.909,140,17,54
ClC(C(=O)O)C,2-chloropropionic acid,,3.1600001,598-78-7,12.397965,1,1,0,0,2,0,0,0,11,2,4,6,3,19.68922,1.789929,0,0,3,1,0,5,0,0,2,0,0,3.077395,-2.3244646,-0.35561079,0.30632859,2.4200618,-2.4062638,-0.27277431,0.4406881,2.3936901,-2.1062474,-0.15985839,0.53122163,2.6456859,6.8440351,1,0.2,0,10,1,5,2,1,0.2,9,0,5.1547008,4.0667057,2.0773504,2.1547005,2.6427345,1.94841,0.86602539,0.91068363,1,1,1.0707681,3,0,-0.70856804,-0.378517,0.014228181,1.7588013,-0.91320145,-0.2970309,0.14049944,1.7692366,-0.49364245,-0.1709199,0.22071622,1.9873167,2.5120008,4.6775851,1.7632151,0.38012794,0.5618304,-0.65449715,0,0.95460105,2.2561512,-0.99964213,3.5538769,14,1.0032027,4.7307758,6,2.2222223,3,6.5457029,2.4735858,3.4066484,2.6985598,2,1,1,0,0.81099999,-0.67887002,2.3403323,1,1,0,1,0,1,0,0,0,0.51247573,-0.51247573,0.61661601,0.5078516,29.408449,0,0,4.5197463,0,0,14.708499,0,0,43.148869,0,0,13.566921,0,0.73161125,0.53834313,0.12877648,0.26838875,0.46165684,0.13961227,77.077065,56.71579,13.566921,28.275419,48.636696,14.708499,0.33333334,0.5,0,0,0,0,1,0,0,0,1,0,105.35249,0,0,0,105.35249,0,2,1,0,0,0,0,0.6983,0,7.7454643,28.588043,25.385227,0,0,0,0,0,72.474655,2.2950799,23.862217,0,25.385227,4.7258277,0,0,7.7454643,72.474655,37.299999,0.85240519,3.321928,1.5655962,4.7883415,105.35249,96.644638,0,0,0,0,63.510143,14.708499,27.133842,108.52399,29,4,22
